Species,PriceCateg,Weight,Length
Poropuntius hathe,unknown,NA,6.55
Poropuntius heterolepidotus,unknown,NA,13.8
Poropuntius huangchuchieni,unknown,NA,25.6
Poropuntius huguenini,unknown,NA,46
Poropuntius kontumensis,unknown,NA,20
Poropuntius krempfi,unknown,NA,13
Poropuntius laoensis,unknown,530,32
Poropuntius lobocheiloides,unknown,NA,13.8
Poropuntius margarianus,unknown,NA,15.7
Poropuntius melanogrammus,unknown,NA,5.63
Poropuntius normani,unknown,NA,13
Poropuntius opisthopterus,unknown,NA,28.6
Poropuntius rhomboides,unknown,NA,23
Poropuntius scapanognathus,unknown,NA,12.3
Poropuntius schanicus,unknown,NA,NA
Poropuntius shanensis,unknown,NA,12.8
Poropuntius smedleyi,unknown,NA,13.5
Poropuntius solitus,unknown,NA,9.2
Poropuntius speleops,unknown,NA,5.79
Poropuntius susanae,unknown,NA,NA
Poropuntius tawarensis,unknown,NA,13.7
Porotergus duende,NA,NA,18.4
Porotergus gimbeli,unknown,NA,24
Porotergus gymnotus,unknown,NA,85
Posidonichthys hutchinsi,unknown,NA,1.97
Potamalosa richmondia,low,NA,32
Potamarius grandoculis,medium,NA,35
Potamarius izabalensis,medium,NA,44
Potamarius nelsoni,medium,NA,39
Potamarius usumacintae,NA,NA,59.5
Potamobatrachus trispinosus,unknown,NA,5
Potamoglanis anhanga,NA,NA,1.31
Potamoglanis hasemani,unknown,NA,1.8
Potamoglanis johnsoni,unknown,NA,1.67
Potamoglanis wapixana,NA,NA,1.57
Potamorhina altamazonica,unknown,NA,27
Potamorhina laticeps,unknown,NA,25
Potamorhina latior,unknown,271,24
Potamorhina pristigaster,unknown,NA,21.9
Potamorhina squamoralevis,unknown,NA,23.4
Potamorrhaphis eigenmanni,high,NA,22.8
Potamorrhaphis guianensis,high,NA,29.1
Potamorrhaphis labiatus,NA,NA,17.49
Potamorrhaphis petersi,high,NA,24.6
Potamosilurus macrorhynchus,medium,NA,50
Potamothrissa acutirostris,low,NA,7
Potamothrissa obtusirostris,low,NA,6
Potamothrissa whiteheadi,NA,NA,4.7
Potamotrygon adamastor,NA,NA,NA
Potamotrygon albimaculata,NA,NA,NA
Potamotrygon amandae,NA,NA,31.2
Potamotrygon amazona,NA,NA,58.4
Potamotrygon boesemani,NA,NA,41.3
Potamotrygon brachyura,medium,208000,95
Potamotrygon constellata,medium,10000,62
Potamotrygon falkneri,NA,NA,60
Potamotrygon garmani,NA,NA,NA
Potamotrygon henlei,medium,NA,45
Potamotrygon humerosa,NA,NA,NA
Potamotrygon hystrix,medium,15000,40
Potamotrygon jabuti,NA,NA,NA
Potamotrygon leopoldi,medium,17040,111
Potamotrygon limai,NA,NA,64.8
Potamotrygon magdalenae,medium,755.1,35
Potamotrygon marinae,medium,NA,NA
Potamotrygon motoro,medium,34200,50
Potamotrygon ocellata,medium,NA,20
Potamotrygon orbignyi,medium,1400,35
Potamotrygon pantanensis,NA,NA,26.8
Potamotrygon rex,NA,NA,75
Potamotrygon schroederi,medium,NA,60
Potamotrygon schuhmacheri,medium,NA,25
Potamotrygon scobina,medium,15000,54.7
Potamotrygon signata,medium,NA,30
Potamotrygon tatianae,NA,NA,36.2
Potamotrygon tigrina,NA,NA,NA
Potamotrygon wallacei,NA,NA,31
Potamotrygon yepezi,medium,NA,40
Powellichthys ventriosus,unknown,NA,NA
Praealticus bilineatus,unknown,NA,9
Praealticus caesius,unknown,NA,7.9
Praealticus dayi,unknown,NA,NA
Praealticus labrovittatus,unknown,NA,4.2
Praealticus margaritarius,NA,NA,10
Praealticus margaritatus,unknown,NA,7.3
Praealticus multistriatus,unknown,NA,9
Praealticus natalis,unknown,NA,8
Praealticus oortii,unknown,NA,6
Praealticus poptae,unknown,NA,4.7
Praealticus semicrenatus,unknown,NA,6
Praealticus striatus,unknown,NA,9
Praealticus tanegasimae,unknown,NA,5.9
Praealticus triangulus,unknown,NA,7
Praematoliparis anarthractae,unknown,NA,NA
Premnas biaculeatus,unknown,NA,17
Priacanthus alalaua,NA,NA,26
Priacanthus arenatus,high,2850,50
Priacanthus blochii,high,NA,35
Priacanthus fitchi,NA,NA,18.5
Priacanthus hamrur,high,NA,45
Priacanthus macracanthus,high,NA,30
Priacanthus meeki,high,NA,33
Priacanthus nasca,NA,NA,33
Priacanthus prolixus,high,NA,25
Priacanthus sagittarius,high,NA,35
Priacanthus tayenus,high,NA,35
Priacanthus zaiserae,high,NA,25
Priapella bonita,unknown,NA,NA
Priapella chamulae,unknown,NA,4.8
Priapella compressa,unknown,NA,4.5
Priapella intermedia,unknown,NA,5
Priapella lacandonae,NA,NA,4.8
Priapella olmecae,unknown,NA,5
Priapichthys annectens,unknown,NA,4
Priapichthys caliensis,unknown,NA,2.8
Priapichthys chocoensis,unknown,NA,3.5
Priapichthys darienensis,unknown,NA,3
Priapichthys nigroventralis,unknown,NA,3
Priapichthys panamensis,unknown,NA,3.5
Priapichthys puetzi,unknown,NA,2.61
Prietella lundbergi,unknown,NA,NA
Prietella phreatophila,unknown,NA,NA
Priocharax ariel,unknown,NA,1.52
Priocharax nanus,NA,NA,1.54
Priocharax pygmaeus,unknown,NA,1.65
Priolepis agrena,very high,NA,2.48
Priolepis ailina,very high,NA,NA
Priolepis aithiops,very high,NA,2.27
Priolepis akihitoi,NA,NA,NA
Priolepis anthioides,very high,NA,2.97
Priolepis ascensionis,very high,NA,NA
Priolepis aureoviridis,very high,NA,6.4
Priolepis boreus,NA,NA,2.4
Priolepis cincta,very high,NA,7
Priolepis compita,very high,NA,2.5
Priolepis cyanocephala,NA,NA,3
Priolepis dawsoni,very high,NA,2.63
Priolepis eugenius,very high,NA,5.59
Priolepis fallacincta,very high,NA,3.2
Priolepis farcimen,very high,NA,1.9
Priolepis goldshmidtae,very high,NA,31.8
Priolepis hipoliti,very high,NA,4
Priolepis inhaca,very high,NA,4
Priolepis kappa,very high,NA,2.55
Priolepis latifascima,very high,NA,2.07
Priolepis limbatosquamis,very high,NA,2.2
Priolepis nocturna,very high,NA,3.9
Priolepis nuchifasciata,very high,NA,4
Priolepis pallidicincta,very high,NA,2.79
Priolepis profunda,very high,NA,3.4
Priolepis psygmophilia,very high,NA,4.7
Priolepis randalli,very high,NA,5.1
Priolepis robinsi,very high,NA,NA
Priolepis semidoliata,very high,NA,2.4
Priolepis squamogena,very high,NA,5.4
Priolepis sticta,very high,NA,2.26
Priolepis triops,very high,NA,NA
Priolepis vexilla,very high,NA,1.94
Priolepis winterbottomi,NA,NA,3.02
Prionace glauca,medium,205930,400
Prionobrama filigera,unknown,NA,6
Prionobrama paraguayensis,unknown,NA,5
Prionobutis dasyrhynchus,unknown,NA,6.5
Prionobutis microps,unknown,NA,23
Prionodraco evansii,unknown,NA,15
Prionotus alatus,medium,NA,17.5
Prionotus albirostris,medium,NA,NA
Prionotus beanii,medium,NA,15
Prionotus birostratus,medium,NA,18
Prionotus carolinus,medium,NA,38
Prionotus evolans,medium,1550,45
Prionotus horrens,medium,NA,NA
Prionotus longispinosus,medium,NA,35
Prionotus martis,medium,NA,17.5
Prionotus miles,NA,NA,25
Prionotus murielae,medium,NA,6
Prionotus nudigula,medium,NA,38.1
Prionotus ophryas,medium,275,27
Prionotus paralatus,medium,NA,17.5
Prionotus punctatus,medium,114.1,45
Prionotus roseus,medium,NA,20
Prionotus rubio,medium,NA,30
Prionotus ruscarius,medium,NA,39.5
Prionotus scitulus,medium,NA,25
Prionotus stearnsi,medium,NA,17.5
Prionotus stephanophrys,medium,NA,43
Prionotus teaguei,medium,NA,15
Prionotus tribulus,medium,NA,35
Prionurus biafraensis,medium,NA,20
Prionurus chrysurus,medium,NA,30
Prionurus laticlavius,medium,NA,60
Prionurus maculatus,medium,NA,45
Prionurus microlepidotus,medium,NA,70
Prionurus punctatus,medium,NA,60
Prionurus scalprum,medium,NA,50
Pristella maxillaris,unknown,NA,4.5
Pristiapogon abrogramma,high,NA,9.5
Pristiapogon exostigma,high,NA,12
Pristiapogon fraenatus,NA,NA,11
Pristiapogon kallopterus,high,NA,15.5
Pristiapogon taeniopterus,high,NA,19.6
Pristicon rhodopterus,high,NA,15
Pristicon rufus,high,NA,8
Pristicon trimaculatus,high,NA,14.16
Pristigaster cayana,NA,NA,14.5
Pristigaster whiteheadi,high,NA,NA
Pristigenys alta,unknown,NA,30
Pristigenys meyeri,unknown,NA,22.5
Pristigenys niphonia,unknown,NA,27.4
Pristigenys refulgens,NA,NA,27.4
Pristigenys serrula,unknown,NA,34
Pristilepis oligolepis,medium,NA,30
Pristiophorus cirratus,high,NA,137
Pristiophorus delicatus,NA,NA,62.5
Pristiophorus japonicus,high,NA,NA
Pristiophorus lanae,NA,NA,66.9
Pristiophorus nancyae,NA,NA,61.6
Pristiophorus nudipinnis,high,NA,122
Pristiophorus schroederi,NA,NA,80
Pristipomoides aquilonaris,very high,1990,56
Pristipomoides argyrogrammicus,very high,NA,40
Pristipomoides auricilla,very high,NA,45
Pristipomoides filamentosus,very high,8154,100
Pristipomoides flavipinnis,very high,NA,50
Pristipomoides freemani,very high,NA,23.3
Pristipomoides macrophthalmus,very high,NA,50
Pristipomoides multidens,very high,NA,90
Pristipomoides sieboldii,very high,8400,79
Pristipomoides typus,very high,2200,70
Pristipomoides zonatus,very high,1812,57.5
Pristis clavata,medium,NA,318
Pristis microdon,medium,600000,700
Pristis pectinata,medium,350000,760
Pristis perotteti,medium,591000,650
Pristis pristis,medium,NA,750
Pristis zijsron,medium,NA,730
Pristobrycon aureus,unknown,NA,NA
Pristobrycon calmoni,unknown,NA,15
Pristobrycon careospinus,unknown,NA,11.05
Pristobrycon maculipinnis,unknown,NA,24.8
Pristobrycon striolatus,unknown,230,20.1
Pristolepis fasciata,unknown,NA,20
Pristolepis grootii,unknown,NA,18.4
Pristolepis malabarica,NA,NA,8.8
Pristolepis marginata,unknown,NA,15
Pristolepis pauciradiatus,NA,NA,13.6
Pristolepis pentacantha,NA,NA,9.45
Pristolepis procerus,NA,NA,8.5
Pristolepis rubripinnis,NA,NA,13.6
Pristotis cyanostigma,unknown,NA,11
Pristotis obtusirostris,unknown,NA,14
Probarbus jullieni,unknown,70000,150
Probarbus labeamajor,unknown,70000,150
Probarbus labeaminor,unknown,NA,150
Probolodus heterostomus,unknown,NA,8.1
Probolodus oyakawai,NA,NA,6.43
Probolodus sazimai,NA,NA,5.67
Procatopus aberrans,unknown,NA,5.5
Procatopus nototaenia,unknown,NA,6
Procatopus similis,unknown,NA,6
Procerusternarchus pixuna,NA,NA,13.82
Procetichthys kreffti,unknown,NA,NA
Prochilodus argenteus,unknown,NA,44
Prochilodus brevis,unknown,540,32.8
Prochilodus britskii,unknown,NA,23.8
Prochilodus costatus,unknown,NA,42
Prochilodus hartii,unknown,NA,34
Prochilodus lacustris,unknown,NA,32
Prochilodus lineatus,unknown,7200,80
Prochilodus magdalenae,unknown,905,36
Prochilodus mariae,unknown,NA,37
Prochilodus nigricans,unknown,1200,45
Prochilodus reticulatus,unknown,NA,28
Prochilodus rubrotaeniatus,unknown,NA,32
Prochilodus vimboides,unknown,NA,46.5
Procottus gotoi,unknown,NA,NA
Procottus gurwicii,unknown,NA,6.2
Procottus jeittelesii,unknown,NA,28
Procottus major,unknown,NA,16.7
Procypris mera,unknown,1000,NA
Procypris rabaudi,unknown,NA,45
Prodontocharax alleni,unknown,NA,4.44
Prodontocharax howesi,unknown,NA,4.17
Prodontocharax melanotus,unknown,NA,4.84
Proeutropiichthys buchanani,unknown,NA,NA
Proeutropiichthys macropthalmos,unknown,NA,18.8
Proeutropiichthys taakree,unknown,NA,42
Profundulus candalarius,unknown,NA,8
Profundulus guatemalensis,unknown,NA,7.5
Profundulus hildebrandi,unknown,NA,8
Profundulus kreiseri,NA,NA,8.12
Profundulus labialis,unknown,NA,11.5
Profundulus mixtlanesis,NA,NA,6.691
Profundulus oaxacae,unknown,NA,NA
Profundulus portillorum,NA,NA,7.9
Profundulus punctatus,unknown,NA,10
Prognathodes aculeatus,unknown,NA,10
Prognathodes aya,unknown,NA,15
Prognathodes basabei,NA,NA,10.63
Prognathodes brasiliensis,unknown,NA,NA
Prognathodes carlhubbsi,unknown,NA,12.1
Prognathodes dichrous,unknown,NA,16
Prognathodes falcifer,unknown,NA,15
Prognathodes guezei,unknown,NA,11
Prognathodes guyanensis,unknown,NA,13.6
Prognathodes guyotensis,unknown,NA,15
Prognathodes marcellae,unknown,NA,11.6
Prognathodes obliquus,unknown,NA,15
Prognatholiparis ptychomandibularis,unknown,NA,8.8
Prognichthys brevipinnis,medium,NA,19
Prognichthys gibbifrons,medium,NA,19.5
Prognichthys glaphyrae,medium,NA,20.1
Prognichthys occidentalis,medium,NA,17.9
Prognichthys sealei,NA,NA,19
Prognichthys tringa,medium,NA,16
Prolabeo batesi,unknown,NA,10.5
Prolabeops melanhypopterus,unknown,NA,8.5
Prolabeops nyongensis,unknown,NA,4.9
Prolatilus jugularis,unknown,199,40
Proloricaria prolixa,unknown,660,46.2
Promethichthys prometheus,unknown,NA,100
Promyllantor adenensis,medium,NA,51.2
Promyllantor atlanticus,medium,NA,51.8
Promyllantor purpureus,medium,NA,NA
Pronothobranchius chirioi,NA,NA,4.4
Pronothobranchius gambiensis,NA,NA,4.13
Pronothobranchius kiyawensis,unknown,NA,4.05
Pronothobranchius seymouri,NA,NA,3.4
Pronotogrammus eos,very high,NA,18
Pronotogrammus martinicensis,NA,NA,20
Pronotogrammus multifasciatus,NA,NA,28.5
Propherallodus briggsi,unknown,NA,3
Propimelodus araguayae,NA,NA,13.7
Propimelodus caesius,unknown,NA,16.98
Propimelodus eigenmanni,unknown,NA,24
Prorivulus auriferus,unknown,NA,NA
Proscyllium habereri,unknown,NA,57
Proscyllium magnificum,NA,NA,49
Proscyllium venustum,unknown,NA,60
Prosopium abyssicola,very high,NA,28
Prosopium coulterii,NA,NA,28
Prosopium cylindraceum,very high,2720,59
Prosopium gemmifer,very high,NA,22
Prosopium spilonotus,very high,NA,56
Prosopium williamsoni,very high,2920,70
Prosoproctus pataecus,unknown,NA,NA
Protammodytes brachistos,unknown,NA,8.6
Protammodytes sarisa,unknown,NA,11.65
Protammodytes ventrolineatus,NA,NA,NA
Protanguilla palau,NA,NA,NA
Protemblemaria bicirrus,unknown,NA,4.5
Protemblemaria perla,unknown,NA,4.08
Protemblemaria punctata,unknown,NA,6
Proteracanthus sarissophorus,medium,NA,32.5
Proterorhinus marmoratus,very high,NA,11.5
Proterorhinus nasalis,NA,NA,9
Proterorhinus semilunaris,NA,NA,9
Proterorhinus semipellucidus,very high,NA,NA
Proterorhinus tataricus,NA,NA,9.2
Protoblepharon mccoskeri,NA,NA,30.5
Protoblepharon rosenblatti,unknown,NA,22
Protocheirodon pi,unknown,NA,3.1
Protochondrostoma genei,unknown,NA,30
Protocobitis anteroventris,NA,NA,7.57
Protocobitis polylepis,NA,NA,2.61
Protocobitis typhlops,unknown,NA,NA
Protogobiesox asymmetricus,NA,NA,6
Protogobius attiti,unknown,NA,8
Protogrammus alboranensis,NA,NA,5.02
Protogrammus antipodus,NA,NA,2.12
Protogrammus sousai,unknown,NA,8
Protolabeo protolabeo,NA,NA,17.27
Protomelas annectens,unknown,NA,20
Protomelas dejunctus,unknown,NA,13.8
Protomelas fenestratus,unknown,NA,14
Protomelas insignis,unknown,NA,20.3
Protomelas kirkii,unknown,NA,18
Protomelas labridens,unknown,NA,18
Protomelas macrodon,unknown,NA,8.8
Protomelas marginatus,unknown,NA,16.6
Protomelas pleurotaenia,unknown,NA,14.1
Protomelas similis,unknown,NA,18
Protomelas spilonotus,unknown,NA,16.7
Protomelas spilopterus,unknown,NA,24
Protomelas taeniolatus,unknown,NA,11.3
Protomelas triaenodon,unknown,NA,15.4
Protomelas virgatus,unknown,NA,14
Protomyctophum andriashevi,NA,NA,6
Protomyctophum arcticum,high,NA,6
Protomyctophum beckeri,high,NA,3.47
Protomyctophum bolini,high,NA,6.7
Protomyctophum chilense,high,NA,NA
Protomyctophum choriodon,NA,NA,9.5
Protomyctophum crockeri,high,NA,3.7
Protomyctophum gemmatum,high,NA,8.6
Protomyctophum luciferum,high,NA,6.1
Protomyctophum mcginnisi,NA,NA,NA
Protomyctophum normani,NA,NA,5.6
Protomyctophum parallelum,NA,NA,5
Protomyctophum subparallelum,high,NA,3.6
Protomyctophum tenisoni,NA,NA,5.4
Protomyctophum thompsoni,high,NA,5.2
Protomyzon aphelocheilus,unknown,NA,4.2
Protomyzon borneensis,unknown,NA,5.4
Protomyzon griswoldi,unknown,NA,6.8
Protomyzon whiteheadi,unknown,NA,5
Protonemacheilus longipectoralis,unknown,NA,NA
Protonibea diacanthus,medium,NA,150
Protopterus aethiopicus,unknown,17000,200
Protopterus amphibius,unknown,NA,44.3
Protopterus annectens,unknown,4000,100
Protopterus dolloi,unknown,11000,130
Protosalanx chinensis,unknown,NA,17
Protosalanx hyalocranius,unknown,NA,NA
Protosciaena bathytatos,medium,NA,42
Protosciaena trewavasae,medium,NA,20
Prototroctes maraena,unknown,NA,33
Prototroctes oxyrhynchus,unknown,NA,22
Psammobatis bergi,medium,NA,NA
Psammobatis extenta,medium,NA,22.1
Psammobatis lentiginosa,medium,NA,49
Psammobatis normani,medium,NA,NA
Psammobatis parvacauda,medium,NA,NA
Psammobatis rudis,medium,NA,NA
Psammobatis rutrum,medium,NA,30
Psammobatis scobina,medium,NA,NA
Psammodiscus ocellatus,medium,NA,15
Psammogobius biocellatus,NA,NA,12
Psammogobius knysnaensis,very high,NA,7.5
Psammogobius pisinnus,NA,NA,1.79
Psammoperca waigiensis,unknown,NA,47
Psammphiletria delicata,unknown,NA,2.05
Psammphiletria nasuta,unknown,NA,2.35
Psectrogaster amazonica,unknown,174.53,19
Psectrogaster ciliata,unknown,NA,12.9
Psectrogaster curviventris,unknown,NA,17.1
Psectrogaster essequibensis,unknown,NA,16.9
Psectrogaster falcata,unknown,NA,16.8
Psectrogaster rhomboides,unknown,NA,17.8
Psectrogaster rutiloides,unknown,147.62,17.8
Psectrogaster saguiru,unknown,NA,16.4
Psednos andriashevi,unknown,NA,5.3
Psednos anoderkes,unknown,NA,NA
Psednos argyrogaster,NA,NA,7.4
Psednos balushkini,unknown,NA,8.4
Psednos barnardi,unknown,NA,3.4
Psednos carolinae,unknown,NA,3.9
Psednos cathetostomus,unknown,NA,4.3
Psednos chathami,NA,NA,8.7
Psednos christinae,unknown,NA,NA
Psednos cryptocaeca,NA,NA,9.6
Psednos delawarei,unknown,NA,3.5
Psednos dentatus,unknown,NA,NA
Psednos gelatinosus,unknown,NA,3
Psednos griseus,unknown,NA,NA
Psednos groenlandicus,unknown,NA,5.3
Psednos harteli,unknown,NA,4.8
Psednos islandicus,unknown,NA,4.6
Psednos longiventris,NA,NA,NA
Psednos melanocephalus,unknown,NA,NA
Psednos mexicanus,unknown,NA,5.9
Psednos microps,unknown,NA,NA
Psednos microstomus,NA,NA,NA
Psednos micruroides,unknown,NA,3.1
Psednos micrurus,unknown,NA,4.5
Psednos mirabilis,unknown,NA,2.8
Psednos nataliae,unknown,NA,9.85
Psednos nemnezi,NA,NA,9
Psednos pallidus,unknown,NA,7.08
Psednos platyoperculosus,NA,NA,9.8
Psednos rossi,NA,NA,3.72
Psednos sargassicus,unknown,NA,NA
Psednos spirohira,unknown,NA,3.85
Psednos steini,unknown,NA,3.7
Psednos struthersi,NA,NA,4.8
Psednos whitleyi,unknown,NA,9.12
Psellogrammus kennedyi,unknown,NA,5.9
Psenes arafurensis,unknown,NA,25
Psenes cyanophrys,unknown,NA,23
Psenes maculatus,unknown,NA,30
Psenes pellucidus,unknown,NA,80
Psenes sio,unknown,NA,NA
Psenopsis anomala,very high,NA,30
Psenopsis cyanea,very high,170,23.5
Psenopsis humerosa,very high,NA,20
Psenopsis intermedia,very high,NA,13.3
Psenopsis obscura,very high,NA,20
Psenopsis shojimai,very high,NA,14
Psephurus gladius,unknown,300000,300
Psettichthys melanostictus,medium,NA,63
Psettina brevirictis,NA,NA,8
Psettina filimana,very high,NA,9.5
Psettina gigantea,NA,NA,13
Psettina hainanensis,very high,NA,13
Psettina iijimae,NA,NA,8.5
Psettina multisquamea,very high,NA,NA
Psettina profunda,very high,NA,11
Psettina senta,very high,NA,7.22
Psettina tosana,very high,NA,NA
Psettina variegata,very high,NA,9.2
Psettodes belcheri,high,15000,80
Psettodes bennettii,very high,NA,55
Psettodes erumei,high,9000,64
Pseudacanthicus fordii,unknown,NA,23
Pseudacanthicus histrix,unknown,NA,90
Pseudacanthicus leopardus,unknown,NA,15
Pseudacanthicus pitanga,NA,NA,30
Pseudacanthicus serratus,unknown,NA,32
Pseudacanthicus spinosus,unknown,NA,26
Pseudaesopia japonica,very high,NA,15
Pseudalectrias tarasovi,unknown,NA,14
Pseudalutarius nasicornis,unknown,NA,19
Pseudambassis roberti,low,NA,NA
Pseudamia amblyuroptera,high,NA,8.5
Pseudamia gelatinosa,high,NA,11
Pseudamia hayashii,high,NA,10
Pseudamia nigra,high,NA,6
Pseudamia rubra,high,NA,5.5
Pseudamia tarri,high,NA,3.7
Pseudamia zonata,high,NA,21
Pseudamiops diaphanes,high,NA,3.28
Pseudamiops gracilicauda,high,NA,5
Pseudamiops pellucidus,high,NA,4
Pseudamiops phasma,high,NA,3.4
Pseudamiops springeri,NA,NA,2.685
Pseudancistrus asurini,NA,NA,19.58
Pseudancistrus barbatus,unknown,NA,20
Pseudancistrus coquenani,unknown,NA,8.1
Pseudancistrus corantijniensis,NA,NA,17.88
Pseudancistrus depressus,unknown,NA,13
Pseudancistrus genisetiger,unknown,NA,10.3
Pseudancistrus guentheri,unknown,NA,12
Pseudancistrus kayabi,NA,NA,8.84
Pseudancistrus kwinti,NA,NA,9.43
Pseudancistrus longispinis,unknown,NA,10.4
Pseudancistrus niger,unknown,NA,15.9
Pseudancistrus nigrescens,unknown,NA,18.2
Pseudancistrus orinoco,unknown,NA,10
Pseudancistrus papariae,unknown,NA,15.3
Pseudancistrus pectegenitor,NA,NA,24.16
Pseudancistrus reus,NA,NA,7.65
Pseudancistrus sidereus,unknown,NA,17.56
Pseudancistrus yekuana,NA,NA,4.27
Pseudancistrus zawadzkii,NA,NA,11.64
Pseudanos gracilis,unknown,NA,18.113
Pseudanos irinae,unknown,NA,NA
Pseudanos trimaculatus,unknown,NA,18.8
Pseudanos varii,NA,NA,21
Pseudanos winterbottomi,unknown,NA,15.17
Pseudanthias albofasciatus,very high,NA,NA
Pseudanthias aurulentus,very high,NA,4.63
Pseudanthias bartlettorum,very high,NA,9
Pseudanthias bicolor,NA,NA,13
Pseudanthias bimaculatus,NA,NA,14
Pseudanthias bimarginatus,NA,NA,7
Pseudanthias calloura,very high,NA,10
Pseudanthias caudalis,very high,NA,17
Pseudanthias charleneae,NA,NA,7.53
Pseudanthias cichlops,very high,NA,9.5
Pseudanthias connelli,very high,NA,11
Pseudanthias conspicuus,very high,NA,NA
Pseudanthias cooperi,very high,NA,14
Pseudanthias dispar,very high,NA,9.5
Pseudanthias elongatus,very high,NA,14
Pseudanthias engelhardi,very high,NA,10
Pseudanthias evansi,NA,NA,12
Pseudanthias fasciatus,very high,NA,21
Pseudanthias flavicauda,very high,NA,6.58
Pseudanthias flavoguttatus,very high,NA,10.2
Pseudanthias fucinus,very high,NA,NA
Pseudanthias georgei,very high,NA,NA
Pseudanthias hawaiiensis,very high,NA,7.69
Pseudanthias heemstrai,very high,NA,13
Pseudanthias hiva,very high,NA,10.04
Pseudanthias huchtii,very high,NA,12
Pseudanthias hutomoi,very high,NA,12
Pseudanthias hypselosoma,very high,NA,19
Pseudanthias ignitus,very high,NA,9
Pseudanthias leucozonus,very high,NA,10
Pseudanthias lori,very high,NA,12
Pseudanthias lunulatus,very high,NA,8
Pseudanthias luzonensis,very high,NA,14.5
Pseudanthias manadensis,very high,NA,NA
Pseudanthias marcia,very high,NA,16
Pseudanthias mica,NA,NA,5.72
Pseudanthias mooreanus,very high,NA,7.2
Pseudanthias nobilis,very high,NA,NA
Pseudanthias olivaceus,very high,NA,12
Pseudanthias oumati,NA,NA,NA
Pseudanthias parvirostris,very high,NA,7.5
Pseudanthias pascalus,very high,NA,20
Pseudanthias pictilis,very high,NA,13.5
Pseudanthias pleurotaenia,very high,NA,20
Pseudanthias privitera,very high,NA,5.52
Pseudanthias pulcherrimus,very high,NA,7
Pseudanthias randalli,very high,NA,9.5
Pseudanthias regalis,very high,NA,8
Pseudanthias rubrizonatus,very high,NA,12
Pseudanthias rubrolineatus,very high,NA,9.22
Pseudanthias sheni,very high,NA,10.48
Pseudanthias smithvanizi,very high,NA,9.5
Pseudanthias squamipinnis,very high,NA,15
Pseudanthias taeniatus,very high,NA,13
Pseudanthias taira,very high,NA,10
Pseudanthias thompsoni,very high,NA,22
Pseudanthias townsendi,very high,NA,9
Pseudanthias tuka,very high,NA,12
Pseudanthias unimarginatus,NA,NA,5.26
Pseudanthias venator,very high,NA,8.2
Pseudanthias ventralis,very high,NA,7
Pseudanthias vizagensis,NA,NA,9.1
Pseudanthias xanthomaculatus,very high,NA,NA
Pseudaphritis undulatus,unknown,NA,NA
Pseudaphritis urvillii,unknown,NA,36
Pseudaphya ferreri,very high,NA,3.5
Pseudapocryptes borneensis,very high,NA,12
Pseudapocryptes elongatus,very high,NA,20
Pseudaspius leptocephalus,unknown,3700,68
Pseudauchenipterus affinis,unknown,NA,12
Pseudauchenipterus flavescens,unknown,NA,NA
Pseudauchenipterus jequitinhonhae,unknown,NA,11
Pseudauchenipterus nodosus,unknown,NA,22
Pseudecheneis brachyurus,NA,NA,15.5
Pseudecheneis crassicauda,unknown,NA,13.68
Pseudecheneis eddsi,unknown,NA,9.44
Pseudecheneis gracilis,NA,NA,18.8
Pseudecheneis immaculata,unknown,NA,10.4
Pseudecheneis koladynae,NA,NA,NA
Pseudecheneis longipectoralis,NA,NA,13.3
Pseudecheneis maurus,NA,NA,5.48
Pseudecheneis paucipunctata,NA,NA,13.54
Pseudecheneis paviei,unknown,NA,13.2
Pseudecheneis serracula,unknown,NA,15.32
Pseudecheneis sirenica,NA,NA,NA
Pseudecheneis stenura,unknown,NA,18.01
Pseudecheneis sulcata,unknown,NA,20
Pseudecheneis sulcatoides,unknown,NA,10.5
Pseudecheneis suppaetula,unknown,NA,8.41
Pseudecheneis sympelvica,unknown,NA,5.65
Pseudecheneis tchangi,unknown,NA,12
Pseudecheneis ukhrulensis,NA,NA,NA
Pseudechidna brummeri,medium,NA,103
Pseudepapterus cucuhyensis,unknown,NA,5.9
Pseudepapterus gracilis,unknown,NA,8.1
Pseudepapterus hasemani,unknown,NA,9.9
Pseudeutropius brachypopterus,unknown,NA,11.5
Pseudeutropius indigens,NA,NA,6.71
Pseudeutropius mitchelli,unknown,NA,90
Pseudeutropius moolenburghae,unknown,NA,10
Pseudexostoma brachysoma,unknown,NA,15.3
Pseudexostoma longipterus,NA,NA,9.92
Pseudexostoma yunnanense,unknown,NA,11.1
Pseudobagarius alfredi,unknown,NA,3
Pseudobagarius baramensis,unknown,NA,5.2
Pseudobagarius filifer,unknown,NA,5.01
Pseudobagarius fuscus,unknown,NA,NA
Pseudobagarius hardmani,unknown,NA,4.23
Pseudobagarius inermis,unknown,NA,3.52
Pseudobagarius leucorhynchus,unknown,NA,3.02
Pseudobagarius macronemus,unknown,NA,5
Pseudobagarius meridionalis,unknown,NA,3.14
Pseudobagarius nitidus,unknown,NA,4.13
Pseudobagarius pseudobagarius,unknown,NA,5.9
Pseudobagarius similis,unknown,NA,5.1
Pseudobagarius sinensis,unknown,NA,6.6
Pseudobagarius subtilis,unknown,NA,4
Pseudobagrus albomarginatus,unknown,NA,16.7
Pseudobagrus analis,unknown,NA,NA
Pseudobagrus aurantiacus,unknown,NA,16.47
